Word,Frequency
thiev,1
enuguowobenue,1
enables,1
perpetuate,1
acts,1
atleast,1
repair,1
hospital,1
clanmates,1
abraham,1
1x935y,1
bethel,1
disrupted,1
upg,1
louts,1
paygrade,1
comi,1
x98x82x98x82x98x82x98x82,1
threatyou,1
fbiwhy,1
politicsna,1
godshow,1
maimed,1
voters,1
unusual,1
treason,1
physical,1
disheartening,1
weather,1
ilorin,1
tired,1
passed,1
selfx98x82common,1
newspapers,1
abokis,1
panic,1
othersxa0some,1
x98xb4x98xb4x98xb4i,1
fulanialmost,1
experiencin,1
sudden,1
values,1
accurate,1
juicy,1
positionsand,1
dignifying,1
himho,1
pinch,1
cake,1
powerline,1
necknkeep,1
apcbacked,1
'd,1
till,1
x92x94x98xa2ow,1
prophets,1
resurgence,1
sympathizers,1
device,1
nassarawa,1
farmigeria,1
institution,1
welldone,1
mricker,1
sehow,1
ano,1
opportunist,1
faults,1
attacksxa0,1
spoke,1
protects,1
icymiampnbspislamic,1
charles,1
segun,1
x8cx8dcommander,1
trad,1
corps,1
termed,1
remind,1
foolsn,1
appointed,1
attackshis,1
nigeriah,1
badoo,1
london,1
putting,1
narration,1
snakes,1
monkeys,1
firetrucks,1
cutting,1
accountant,1
commission,1
frame,1
discussion,1
etcreate,1
mor,1
headlines,1
x98x86x98,1
lolmay,1
hides,1
tacticsxbf,1
tactics,1
fathers,1
hahaha,1
deari,1
tweetrrest,1
da,1
palliative,1
lekkihould,1
reels,1
everybodynas,1
recmc,1
twit,1
deliberatelyt,1
unchecked,1
scammed,1
foole,1
clowns,1
statenter,1
warri,1
islamabad,1
herdsmenivide,1
busine,1
downidnappers,1
herdsmennd,1
williams,1
inherit,1
egbon,1
ondoayetoroond,1
angle,1
off,1
lolso,1
decendant,1
century,1
advent,1
girlsdeborah,1
murderersfunsho,1
'gangs,1
aroundigeria,1
faiths,1
deep,1
unleash,1
sethey,1
supona,1
aerosol,1
effective,1
appear,1
resume,1
lawyet,1
releasing,1
translate,1
throughour,1
addresskidnappers,1
addressmc,1
addresswicked,1
cleve,1
tunubu,1
enjoying,1
agendand,1
despicable,1
acceleration,1
ineptness,1
benueerdsmen,1
nknown,1
ngrowing,1
tragic,1
militarize,1
milking,1
playou,1
herdsmenit,1
results,1
ceded,1
bokoharram,1
beloved,1
integrityhe,1
transparent,1
completely,1
obvious,1
section,1
forbids,1
arresting,1
reflec,1
determined,1
myatti,1
initiating,1
antidemocry,1
instance,1
knowing,1
configured,1
lo,1
little,1
taste,1
appreciate,1
wards,1
establish,1
oh,1
ehhnhave,1
travelling,1
englishxae,1
scenarios,1
hatexa6this,1
compared,1
angelsens,1
high,1
4060,1
ng/ml,1
masai,1
glory,1
southhe,1
germanicave,1
petloversritish,1
islesainly,1
celtic,1
preceltice,1
fuel,1
fraud,1
wickedboko,1
korofo,1
usaun,1
violations,1
unmitigated,1
disaster,1
marks,1
igbophobiagen,1
tribalismcivil,1
embroiled,1
trainrailwayampkidnap,1
workerso,1
primarily,1
disinterest,1
termortherners,1
laughable,1
mara,1
legaciesnbandit,1
gained,1
baseampfree,1
colleaguesbandit,1
destroyd,1
attract,1
queen,1
agricultural,1
value,1
chain,1
statesnbenue,1
smiling,1
terroristtop,1
misleading,1
beltcous,1
complicit,1
whereabouts,1
banditsunknown,1
forever,1
eventa,1
dancoteo,1
indicated,1
dabiri,1
exposed,1
herdmlsmen,1
farme,1
mayerdsmen,1
aggressively,1
settling,1
therehe,1
jabal,1
injustce,1
bandtsthey,1
turban,1
coronated,1
someyou,1
insurgent,1
nigeriawhere,1
unemployment,1
health,1
department,1
services,1
certain,1
colours,1
analogy,1
fut,1
miserable,1
abike,1
active,1
marwa,1
x94ow,1
somehownigerians,1
confront,1
onslaughto,1
gainsaying,1
behi,1
breakingx92xafroad,1
somalia,1
sudanx92xafthey,1
founder,1
195mabt,1
n156tr,1
invest,1
choiceuba,1
combat,1
senator,1
warned,1
listening,1
music,1
herders/farmers,1
indabosky,1
muric,1
eeeaybe,1
private,1
ahead,1
plane,1
crashes,1
trader,1
tracego,1
medias,1
rescuethey,1
judicial,1
aided,1
abetted,1
war,1
banditar,1
breakingnfresh,1
soldiere2,1
abroadhe,1
emboldened,1
calltop,1
youhat,1
childish,1
helpless,1
abioga,1
gullibles,1
mediahat,1
herdsmenfarmers,1
clamoured,1
govt,1
corner,1
undaunted,1
thisx91x87farmer,1
crisiswhere,1
clashing,1
thier,1
themthen,1
early,1
irony,1
ritualist,1
elector,1
fallen,1
collecting,1
invisible,1
x91x8fx91x8fx91x8f,1
daymh,1
fellows,1
nowcan,1
herdsmenbridge,1
witnessedwh,1
ja,1
secure,1
peoplee2,1
olumo,1
fulians,1
alumo,1
laughing,1
kanuwait,1
extinguish,1
farm,1
judges,1
beltanse2,1
cow,1
kad,1
everincreasing,1
attempting,1
ussa,1
lost,1
jiha,1
immediately,1
turenchipls,1
prompt,1
arise,1
knife,1
productive,1
multiplied,1
ansar,1
countrykidnappers,1
roadsfulani,1
herdsmenumg,1
et,1
marvelous,1
combating,1
deser,1
mrdesina,1
otile,1
giulani,1
benueour,1
northernershese,1
bornu,1
lmaoome,1
page,1
iswapboko,1
big0t,1
x9cbenefittedx9d,1
dislodge,1
indegenous,1
flashupdate9,1
shameless,1
xa1buhari,1
trusts,1
cowx90x84,1
banditsot,1
worships,1
burntout,1
friday,1
osibajo,1
know,1
bello,1
turj,1
lamented,1
olumuyiwa,1
handle,1
etceally,1
includes,1
wo,1
2018,1
cappinga,1
erectioniller,1
reallywhat,1
masxc4x83cr,1
terrxc3xb8rists,1
custodyworld,1
disturbances,1
cal,1
'fulani,1
presently,1
replicating,1
nooks,1
crannie,1
nasara,1
giant,1
fraudulent,1
leadersll,1
predicted,1
befalls,1
negligence,1
criticize,1
rampaging,1
ravages,1
comedian,1
convenient,1
daredevil,1
popu,1
mixolumia,1
approved,1
nintendo,1
switch,1
liehere,1
miyatti,1
quote,1
centuryfter,1
condolences,1
wasn',1
regards,1
effect,1
sire,1
groupswe,1
backyardhat,1
youxe2,1
representing,1
himselfhen,1
joke,1
etcow,1
res,1
crabbing,1
soldiernothing,1
tooat,1
payin,1
courage,1
defenceless,1
pickeryet,1
vices,1
roaming,1
arrestedx98x82x98x82x98x82x98x82,1
impostor,1
download,1
console,1
cowboys,1
opposition,1
omitsha,1
intimidating,1
camped,1
stopped,1
average,1
mind,1
transformed,1
oriented,1
militarythe,1
brethren,1
youyou,1
thinks,1
dilemmano,1
attitude,1
nowhereigeria,1
scenehat,1
goin,1
rockumus,1
plentye2,1
words,1
click,1
/4/23,1
politiciansohanezes,1
sabos,1
herdsmenwe,1
wrecking,1
hand,1
ogogoro,1
correction,1
clashesnthe,1
slackx94,1
style/herdsmen,1
stylex98x8f,1
handles,1
abused,1
defamedhow,1
haramhow,1
tra,1
wowwhat,1
peoplenpdp,1
bloodthirsty,1
respected,1
henc,1
fabrics,1
hol,1
invented,1
goodluck,1
rocke,1
succeeded,1
killinghey,1
sleep,1
callee,1
farmersherders,1
